date_time,temperature,county_id
2018-07-25T10:00:00Z,23.9,G4500910
2018-07-25T11:00:00Z,25.85,G4500910
2018-07-25T12:00:00Z,27.77,G4500910
2018-07-25T13:00:00Z,29.4,G4500910
2018-07-25T14:00:00Z,27.5,G4500910
2018-07-25T15:00:00Z,27.8,G4500910
2018-07-25T16:00:00Z,28.3,G4500910
2018-07-25T17:00:00Z,26.07,G4500910
2018-07-25T18:00:00Z,24.46,G4500910
2018-07-25T19:00:00Z,23.3,G4500910
2018-07-25T20:00:00Z,23.3,G4500910
2018-07-25T21:00:00Z,23.3,G4500910
2018-07-25T22:00:00Z,22.9,G4500910
2018-07-25T23:00:00Z,21.99,G4500910
2018-07-26T00:00:00Z,21.7,G4500910
2018-07-26T01:00:00Z,21.7,G4500910
2018-07-26T02:00:00Z,20.97,G4500910
2018-07-26T03:00:00Z,21.1,G4500910
2018-07-26T04:00:00Z,21.1,G4500910
2018-07-26T05:00:00Z,21.1,G4500910
2018-07-26T06:00:00Z,21.1,G4500910
2018-07-26T07:00:00Z,21.1,G4500910
2018-07-26T08:00:00Z,24.4,G4500910
2018-07-26T09:00:00Z,26.7,G4500910
2018-07-26T10:00:00Z,28.3,G4500910
2018-07-26T11:00:00Z,29.4,G4500910
2018-07-26T12:00:00Z,30,G4500910
2018-07-26T13:00:00Z,31.1,G4500910
2018-07-26T14:00:00Z,31.1,G4500910
2018-07-26T15:00:00Z,31.7,G4500910
2018-07-26T16:00:00Z,31.7,G4500910
2018-07-26T17:00:00Z,32.2,G4500910
2018-07-26T18:00:00Z,31.1,G4500910
2018-07-26T19:00:00Z,28.9,G4500910
2018-07-26T20:00:00Z,25,G4500910
2018-07-26T21:00:00Z,25,G4500910
2018-07-26T22:00:00Z,24.4,G4500910
2018-07-26T23:00:00Z,23.3,G4500910
2018-07-27T00:00:00Z,22.8,G4500910
2018-07-27T01:00:00Z,22.8,G4500910
2018-07-27T02:00:00Z,22.2,G4500910
2018-07-27T03:00:00Z,21.75,G4500910
2018-07-27T04:00:00Z,21.7,G4500910
2018-07-27T05:00:00Z,21.7,G4500910
2018-07-27T06:00:00Z,21.1,G4500910
2018-07-27T07:00:00Z,22.9,G4500910
2018-07-27T08:00:00Z,24.4,G4500910
2018-07-27T09:00:00Z,27.2,G4500910
2018-07-27T10:00:00Z,28.9,G4500910
2018-07-27T11:00:00Z,31.1,G4500910
2018-07-27T12:00:00Z,31.7,G4500910
2018-07-27T13:00:00Z,32.2,G4500910
2018-07-27T14:00:00Z,32.2,G4500910
2018-07-27T15:00:00Z,32.2,G4500910
2018-07-27T16:00:00Z,32.2,G4500910
2018-07-27T17:00:00Z,32.2,G4500910
2018-07-27T18:00:00Z,30,G4500910
2018-07-27T19:00:00Z,27.2,G4500910
2018-07-27T20:00:00Z,23.3,G4500910
2018-07-27T21:00:00Z,22.8,G4500910
2018-07-27T22:00:00Z,22.2,G4500910
2018-07-27T23:00:00Z,21.7,G4500910
2018-07-28T00:00:00Z,21.1,G4500910
2018-07-28T01:00:00Z,22.2,G4500910
2018-07-28T02:00:00Z,20.6,G4500910
2018-07-28T03:00:00Z,21.1,G4500910
2018-07-28T04:00:00Z,20.6,G4500910
2018-07-28T05:00:00Z,21.1,G4500910
2018-07-28T06:00:00Z,21.1,G4500910
2018-07-28T07:00:00Z,23.9,G4500910
2018-07-28T08:00:00Z,26.1,G4500910
2018-07-28T09:00:00Z,27.8,G4500910
2018-07-28T10:00:00Z,28.3,G4500910
2018-07-28T11:00:00Z,29.4,G4500910
2018-07-28T12:00:00Z,30.6,G4500910
2018-07-28T13:00:00Z,30.6,G4500910
2018-07-28T14:00:00Z,31.7,G4500910
2018-07-28T15:00:00Z,32.2,G4500910
2018-07-28T16:00:00Z,30.6,G4500910
2018-07-28T17:00:00Z,32.2,G4500910
2018-07-28T18:00:00Z,31.1,G4500910
2018-07-28T19:00:00Z,28.9,G4500910
2018-07-28T20:00:00Z,26.1,G4500910
2018-07-28T21:00:00Z,24.4,G4500910
2018-07-28T22:00:00Z,24.4,G4500910
2018-07-28T23:00:00Z,23.9,G4500910
2018-07-29T00:00:00Z,23.9,G4500910
2018-07-29T01:00:00Z,22.8,G4500910
2018-07-29T02:00:00Z,23.3,G4500910
2018-07-29T03:00:00Z,21.7,G4500910
2018-07-29T04:00:00Z,21.7,G4500910
2018-07-29T05:00:00Z,21.1,G4500910
2018-07-29T06:00:00Z,21.7,G4500910
2018-07-29T07:00:00Z,22.8,G4500910
2018-07-29T08:00:00Z,24.4,G4500910
2018-07-29T09:00:00Z,26.1,G4500910
2018-07-29T10:00:00Z,27.2,G4500910
2018-07-29T11:00:00Z,27.5,G4500910
2018-07-29T12:00:00Z,28.6,G4500910
2018-07-29T13:00:00Z,30,G4500910
2018-07-29T14:00:00Z,31.1,G4500910
2018-07-29T15:00:00Z,31.7,G4500910
2018-07-29T16:00:00Z,31.7,G4500910
2018-07-29T17:00:00Z,31.7,G4500910
2018-07-29T18:00:00Z,28.3,G4500910
2018-07-29T19:00:00Z,25.3,G4500910
2018-07-29T20:00:00Z,24.7,G4500910
2018-07-29T21:00:00Z,23.3,G4500910
2018-07-29T22:00:00Z,23.6,G4500910
2018-07-29T23:00:00Z,23.9,G4500910
2018-07-30T00:00:00Z,23.9,G4500910
2018-07-30T01:00:00Z,23.3,G4500910
2018-07-30T02:00:00Z,23.02,G4500910
2018-07-30T03:00:00Z,22.83,G4500910
2018-07-30T04:00:00Z,23.05,G4500910
2018-07-30T05:00:00Z,23.05,G4500910
2018-07-30T06:00:00Z,22.8,G4500910
2018-07-30T07:00:00Z,23.3,G4500910
2018-07-30T08:00:00Z,24.4,G4500910
2018-07-30T09:00:00Z,25.6,G4500910
2018-07-30T10:00:00Z,26.1,G4500910
2018-07-30T11:00:00Z,27.8,G4500910
2018-07-30T12:00:00Z,27.8,G4500910
2018-07-30T13:00:00Z,28.9,G4500910
2018-07-30T14:00:00Z,30,G4500910
2018-07-30T15:00:00Z,31.1,G4500910
2018-07-30T16:00:00Z,30,G4500910
2018-07-30T17:00:00Z,30.6,G4500910
2018-07-30T18:00:00Z,30,G4500910
2018-07-30T19:00:00Z,28.3,G4500910
2018-07-30T20:00:00Z,26.7,G4500910
2018-07-30T21:00:00Z,24.4,G4500910
2018-07-30T22:00:00Z,23.9,G4500910
2018-07-30T23:00:00Z,24.4,G4500910
2018-07-31T00:00:00Z,24.4,G4500910
2018-07-01T00:00:00Z,23.9,G4500730
2018-07-01T01:00:00Z,22.4,G4500730
2018-07-01T02:00:00Z,22.8,G4500730
2018-07-01T03:00:00Z,22.5,G4500730
2018-07-01T04:00:00Z,22.8,G4500730
2018-07-01T05:00:00Z,22.87,G4500730
2018-07-01T06:00:00Z,23.05,G4500730
2018-07-01T07:00:00Z,23.3,G4500730
2018-07-01T08:00:00Z,24.4,G4500730
2018-07-01T09:00:00Z,25,G4500730
2018-07-01T10:00:00Z,26,G4500730
2018-07-01T11:00:00Z,27.97,G4500730
2018-07-01T12:00:00Z,28.9,G4500730
2018-07-01T13:00:00Z,28.3,G4500730
2018-07-01T14:00:00Z,30.6,G4500730
2018-07-01T15:00:00Z,25.9,G4500730
2018-07-01T16:00:00Z,29.4,G4500730
2018-07-01T17:00:00Z,28.9,G4500730
2018-07-01T18:00:00Z,28.9,G4500730
2018-07-01T19:00:00Z,26.13,G4500730
2018-07-01T20:00:00Z,24.4,G4500730
2018-07-01T21:00:00Z,23.3,G4500730
2018-07-01T22:00:00Z,23.3,G4500730
2018-07-01T23:00:00Z,22.8,G4500730
2018-07-02T00:00:00Z,23.3,G4500730
2018-07-02T01:00:00Z,23.18,G4500730
2018-07-02T02:00:00Z,22.99,G4500730
2018-07-02T03:00:00Z,22.8,G4500730
2018-07-02T04:00:00Z,22.8,G4500730
2018-07-02T05:00:00Z,22.8,G4500730
2018-07-02T06:00:00Z,23.3,G4500730
2018-07-02T07:00:00Z,23.05,G4500730
2018-07-02T08:00:00Z,24.4,G4500730
2018-07-02T09:00:00Z,24.6,G4500730
2018-07-02T10:00:00Z,26.1,G4500730
2018-07-02T11:00:00Z,28.3,G4500730
2018-07-02T12:00:00Z,28.9,G4500730
2018-07-02T13:00:00Z,29.4,G4500730
2018-07-02T14:00:00Z,29.4,G4500730
2018-07-02T15:00:00Z,30.6,G4500730
2018-07-02T16:00:00Z,30,G4500730
2018-07-02T17:00:00Z,30.6,G4500730
2018-07-02T18:00:00Z,30,G4500730
2018-07-02T19:00:00Z,28.9,G4500730
2018-07-02T20:00:00Z,27.8,G4500730
2018-07-02T21:00:00Z,26.7,G4500730
2018-07-02T22:00:00Z,26.1,G4500730
2018-07-02T23:00:00Z,25.6,G4500730
2018-07-03T00:00:00Z,24.4,G4500730
2018-07-03T01:00:00Z,25,G4500730
2018-07-03T02:00:00Z,24.4,G4500730
2018-07-03T03:00:00Z,23.3,G4500730
2018-07-03T04:00:00Z,23.3,G4500730
2018-07-03T05:00:00Z,23.3,G4500730
2018-07-03T06:00:00Z,23.3,G4500730
2018-07-03T07:00:00Z,25,G4500730
2018-07-03T08:00:00Z,26.7,G4500730
2018-07-03T09:00:00Z,28.3,G4500730
2018-07-03T10:00:00Z,29.4,G4500730
2018-07-03T11:00:00Z,31.1,G4500730
2018-07-03T12:00:00Z,31.7,G4500730
2018-07-03T13:00:00Z,32.2,G4500730
2018-07-03T14:00:00Z,32.2,G4500730
2018-07-03T15:00:00Z,32.2,G4500730
2018-07-03T16:00:00Z,33.3,G4500730
2018-07-03T17:00:00Z,32.2,G4500730
2018-07-03T18:00:00Z,32.2,G4500730
2018-07-03T19:00:00Z,30.6,G4500730
2018-07-03T20:00:00Z,28.9,G4500730
2018-07-03T21:00:00Z,27.2,G4500730
2018-07-03T22:00:00Z,22.58,G4500730
2018-07-03T23:00:00Z,21.95,G4500730
2018-07-04T00:00:00Z,22.8,G4500730
2018-07-04T01:00:00Z,22.8,G4500730
2018-07-04T02:00:00Z,22.8,G4500730
2018-07-04T03:00:00Z,23.3,G4500730
2018-07-04T04:00:00Z,23.9,G4500730
2018-07-04T05:00:00Z,23.9,G4500730
2018-07-04T06:00:00Z,23.9,G4500730
2018-07-04T07:00:00Z,24.4,G4500730
2018-07-04T08:00:00Z,26.1,G4500730
2018-07-04T09:00:00Z,26.4,G4500730
2018-07-04T10:00:00Z,27.5,G4500730
2018-07-04T11:00:00Z,28.33,G4500730
2018-07-04T12:00:00Z,28.9,G4500730
2018-07-04T13:00:00Z,30.6,G4500730
2018-07-04T14:00:00Z,30,G4500730
2018-07-04T15:00:00Z,31.1,G4500730
2018-07-04T16:00:00Z,31.1,G4500730
2018-07-04T17:00:00Z,30,G4500730
2018-07-04T18:00:00Z,30,G4500730
2018-07-04T19:00:00Z,29.4,G4500730
2018-07-04T20:00:00Z,28.3,G4500730
2018-07-04T21:00:00Z,27.2,G4500730
2018-07-04T22:00:00Z,26.7,G4500730
2018-07-04T23:00:00Z,25.6,G4500730
2018-07-05T00:00:00Z,25,G4500730
2018-07-05T01:00:00Z,25,G4500730
2018-07-05T02:00:00Z,24.4,G4500730
2018-07-05T03:00:00Z,23.9,G4500730
2018-07-05T04:00:00Z,23.3,G4500730
2018-07-05T05:00:00Z,22.8,G4500730
2018-07-05T06:00:00Z,22.8,G4500730
2018-07-05T07:00:00Z,22.72,G4500730
2018-07-05T08:00:00Z,22.19,G4500730
2018-07-05T09:00:00Z,24.45,G4500730
2018-07-05T10:00:00Z,25.8,G4500730
2018-07-05T11:00:00Z,27.25,G4500730
2018-07-05T12:00:00Z,27.77,G4500730
2018-07-05T13:00:00Z,29.4,G4500730
2018-07-05T14:00:00Z,30,G4500730
2018-07-05T15:00:00Z,30.6,G4500730
2018-07-05T16:00:00Z,31.1,G4500730
2018-07-05T17:00:00Z,30.6,G4500730
2018-07-05T18:00:00Z,30.6,G4500730
2018-07-05T19:00:00Z,28.9,G4500730
2018-07-05T20:00:00Z,27.2,G4500730
2018-07-05T21:00:00Z,27.2,G4500730
2018-07-05T22:00:00Z,26.1,G4500730
2018-07-05T23:00:00Z,25,G4500730
2018-07-06T00:00:00Z,25,G4500730
2018-07-06T01:00:00Z,24.4,G4500730
2018-07-06T02:00:00Z,23.9,G4500730
2018-07-06T03:00:00Z,23.9,G4500730
2018-07-06T04:00:00Z,23.3,G4500730
2018-07-06T05:00:00Z,22.8,G4500730
2018-07-06T06:00:00Z,23.3,G4500730
2018-07-06T07:00:00Z,24.4,G4500730
2018-07-06T08:00:00Z,26.1,G4500730
2018-07-06T09:00:00Z,27.2,G4500730
2018-07-06T10:00:00Z,28.3,G4500730
2018-07-06T11:00:00Z,29.4,G4500730
2018-07-06T12:00:00Z,30,G4500730
2018-07-06T13:00:00Z,31.1,G4500730
2018-07-06T14:00:00Z,31.4,G4500730
2018-07-06T15:00:00Z,26.3,G4500730
2018-07-06T16:00:00Z,24.6,G4500730
2018-07-06T17:00:00Z,25.6,G4500730
2018-07-06T18:00:00Z,25.6,G4500730
2018-07-06T19:00:00Z,25,G4500730
2018-07-06T20:00:00Z,24.4,G4500730
2018-07-06T21:00:00Z,23.3,G4500730
2018-07-06T22:00:00Z,23.3,G4500730
2018-07-06T23:00:00Z,23.3,G4500730
2018-07-07T00:00:00Z,22.8,G4500730
2018-07-07T01:00:00Z,22.2,G4500730
2018-07-07T02:00:00Z,22.2,G4500730
2018-07-07T03:00:00Z,22.2,G4500730
2018-07-07T04:00:00Z,21.7,G4500730
2018-07-07T05:00:00Z,21.7,G4500730
2018-07-07T06:00:00Z,21.7,G4500730
2018-07-07T07:00:00Z,22.2,G4500730
2018-07-07T08:00:00Z,23.3,G4500730
2018-07-07T09:00:00Z,24.4,G4500730
2018-07-07T10:00:00Z,24.4,G4500730
2018-07-07T11:00:00Z,24.4,G4500730
2018-07-07T12:00:00Z,24.4,G4500730
2018-07-07T13:00:00Z,23.3,G4500730
2018-07-07T14:00:00Z,23.3,G4500730
2018-07-07T15:00:00Z,22.8,G4500730
2018-07-07T16:00:00Z,23.3,G4500730
2018-07-07T17:00:00Z,23.3,G4500730
2018-07-07T18:00:00Z,22.2,G4500730
2018-07-07T19:00:00Z,22.2,G4500730
2018-07-07T20:00:00Z,22.2,G4500730
2018-07-07T21:00:00Z,22.2,G4500730
2018-07-07T22:00:00Z,21.7,G4500730
2018-07-07T23:00:00Z,21.7,G4500730
2018-07-08T00:00:00Z,21.7,G4500730
2018-07-08T01:00:00Z,21.7,G4500730
2018-07-08T02:00:00Z,21.7,G4500730
2018-07-08T03:00:00Z,21.7,G4500730
2018-07-08T04:00:00Z,21.4,G4500730
2018-07-08T05:00:00Z,20.6,G4500730
2018-07-08T06:00:00Z,20,G4500730
2018-07-08T07:00:00Z,20,G4500730
2018-07-08T08:00:00Z,21.1,G4500730
2018-07-08T09:00:00Z,22.2,G4500730
2018-07-08T10:00:00Z,23.3,G4500730
2018-07-08T11:00:00Z,23.9,G4500730
2018-07-08T12:00:00Z,25,G4500730
2018-07-08T13:00:00Z,26.1,G4500730
2018-07-08T14:00:00Z,27.2,G4500730
2018-07-08T15:00:00Z,27.2,G4500730
2018-07-08T16:00:00Z,27.8,G4500730
2018-07-08T17:00:00Z,27.8,G4500730
2018-07-08T18:00:00Z,27.8,G4500730
2018-07-08T19:00:00Z,26.7,G4500730
2018-07-08T20:00:00Z,23.9,G4500730
2018-07-08T21:00:00Z,23.3,G4500730
2018-07-08T22:00:00Z,22.2,G4500730
2018-07-08T23:00:00Z,20,G4500730
2018-07-09T00:00:00Z,20,G4500730
2018-07-09T01:00:00Z,19.4,G4500730
2018-07-09T02:00:00Z,19.4,G4500730
2018-07-09T03:00:00Z,19.4,G4500730
2018-07-09T04:00:00Z,19.4,G4500730
2018-07-09T05:00:00Z,18.9,G4500730
2018-07-09T06:00:00Z,18.9,G4500730
2018-07-09T07:00:00Z,20,G4500730
2018-07-09T08:00:00Z,22.8,G4500730
2018-07-09T09:00:00Z,23.9,G4500730
2018-07-09T10:00:00Z,25,G4500730
2018-07-09T11:00:00Z,26.1,G4500730
2018-07-09T12:00:00Z,27.8,G4500730
2018-07-09T13:00:00Z,27.8,G4500730
2018-07-09T14:00:00Z,28.9,G4500730
2018-07-09T15:00:00Z,29.4,G4500730
2018-07-09T16:00:00Z,29.4,G4500730
2018-07-09T17:00:00Z,28.9,G4500730
2018-07-09T18:00:00Z,28.9,G4500730
2018-07-09T19:00:00Z,27.2,G4500730
2018-07-09T20:00:00Z,26.7,G4500730
2018-07-09T21:00:00Z,26.7,G4500730
2018-07-09T22:00:00Z,25,G4500730
2018-07-09T23:00:00Z,24.4,G4500730
2018-07-10T00:00:00Z,24.4,G4500730
2018-07-10T01:00:00Z,22.8,G4500730
2018-07-10T02:00:00Z,22.2,G4500730
2018-07-10T03:00:00Z,21.7,G4500730
2018-07-10T04:00:00Z,21.1,G4500730
2018-07-10T05:00:00Z,21.1,G4500730
2018-07-10T06:00:00Z,20.6,G4500730
2018-07-10T07:00:00Z,22.2,G4500730
2018-07-10T08:00:00Z,24.4,G4500730
2018-07-10T09:00:00Z,26.1,G4500730
2018-07-10T10:00:00Z,28.3,G4500730
2018-07-10T11:00:00Z,30,G4500730
2018-07-10T12:00:00Z,30,G4500730
2018-07-10T13:00:00Z,31.1,G4500730
2018-07-10T14:00:00Z,30.6,G4500730
2018-07-10T15:00:00Z,31.1,G4500730
2018-07-10T16:00:00Z,31.1,G4500730
2018-07-10T17:00:00Z,31.1,G4500730
2018-07-10T18:00:00Z,29.4,G4500730
2018-07-10T19:00:00Z,28.9,G4500730
2018-07-10T20:00:00Z,27.2,G4500730
2018-07-10T21:00:00Z,26.1,G4500730
2018-07-10T22:00:00Z,25.6,G4500730
2018-07-10T23:00:00Z,24.4,G4500730
2018-07-11T00:00:00Z,23.9,G4500730
2018-07-11T01:00:00Z,23.3,G4500730
2018-07-11T02:00:00Z,23.3,G4500730
2018-07-11T03:00:00Z,23.3,G4500730
2018-07-11T04:00:00Z,22.8,G4500730
2018-07-11T05:00:00Z,22.8,G4500730
2018-07-11T06:00:00Z,22.2,G4500730
2018-07-11T07:00:00Z,23.9,G4500730
2018-07-11T08:00:00Z,26.1,G4500730
2018-07-11T09:00:00Z,28.3,G4500730
2018-07-11T10:00:00Z,30.6,G4500730
2018-07-11T11:00:00Z,31.1,G4500730
2018-07-11T12:00:00Z,31.1,G4500730
2018-07-11T13:00:00Z,32.2,G4500730
2018-07-11T14:00:00Z,32.2,G4500730
2018-07-11T15:00:00Z,32.8,G4500730
2018-07-11T16:00:00Z,32.2,G4500730
2018-07-11T17:00:00Z,31.7,G4500730
2018-07-11T18:00:00Z,31.1,G4500730
2018-07-11T19:00:00Z,29.4,G4500730
2018-07-11T20:00:00Z,26.1,G4500730
2018-07-11T21:00:00Z,25.6,G4500730
2018-07-11T22:00:00Z,25,G4500730
2018-07-11T23:00:00Z,24.4,G4500730
2018-07-12T00:00:00Z,25,G4500730
2018-07-12T01:00:00Z,23.3,G4500730
2018-07-12T02:00:00Z,23.9,G4500730
2018-07-12T03:00:00Z,23.3,G4500730
2018-07-12T04:00:00Z,23.3,G4500730
2018-07-12T05:00:00Z,23.3,G4500730
2018-07-12T06:00:00Z,23.3,G4500730
2018-07-12T07:00:00Z,24.4,G4500730
2018-07-12T08:00:00Z,26.7,G4500730
2018-07-12T09:00:00Z,28.3,G4500730
2018-07-12T10:00:00Z,29.4,G4500730
2018-07-12T11:00:00Z,30.6,G4500730
2018-07-12T12:00:00Z,30.6,G4500730
2018-07-12T13:00:00Z,31.7,G4500730
2018-07-12T14:00:00Z,31.1,G4500730
2018-07-12T15:00:00Z,31.1,G4500730
2018-07-12T16:00:00Z,32.2,G4500730
2018-07-12T17:00:00Z,30.6,G4500730
2018-07-12T18:00:00Z,28.9,G4500730
2018-07-12T19:00:00Z,28.3,G4500730
2018-07-12T20:00:00Z,27.2,G4500730
2018-07-12T21:00:00Z,26.7,G4500730
2018-07-12T22:00:00Z,26.7,G4500730
2018-07-12T23:00:00Z,25.6,G4500730
2018-07-13T00:00:00Z,25,G4500730
2018-07-13T01:00:00Z,24.4,G4500730
2018-07-13T02:00:00Z,24.4,G4500730
2018-07-13T03:00:00Z,23.9,G4500730
2018-07-13T04:00:00Z,23.9,G4500730
2018-07-13T05:00:00Z,23.95,G4500730
2018-07-13T06:00:00Z,23.9,G4500730
2018-07-13T07:00:00Z,24.4,G4500730
2018-07-13T08:00:00Z,25,G4500730
2018-07-13T09:00:00Z,26.1,G4500730
2018-07-13T10:00:00Z,27.2,G4500730
2018-07-13T11:00:00Z,28.05,G4500730
2018-07-13T12:00:00Z,28.35,G4500730
2018-07-13T13:00:00Z,28.3,G4500730
2018-07-13T14:00:00Z,29.4,G4500730
2018-07-13T15:00:00Z,29.4,G4500730
2018-07-13T16:00:00Z,29.4,G4500730
2018-07-13T17:00:00Z,29.4,G4500730
2018-07-13T18:00:00Z,27.8,G4500730
2018-07-13T19:00:00Z,27.2,G4500730
2018-07-13T20:00:00Z,26.7,G4500730
2018-07-13T21:00:00Z,26.1,G4500730
2018-07-13T22:00:00Z,26.1,G4500730
2018-07-13T23:00:00Z,25.6,G4500730
2018-07-14T00:00:00Z,25.6,G4500730
2018-07-14T01:00:00Z,25,G4500730
2018-07-14T02:00:00Z,24.4,G4500730
2018-07-14T03:00:00Z,24.4,G4500730
2018-07-14T04:00:00Z,24.4,G4500730
2018-07-14T05:00:00Z,24.15,G4500730
2018-07-14T06:00:00Z,24.4,G4500730
2018-07-14T07:00:00Z,24.2,G4500730
2018-07-14T08:00:00Z,23.85,G4500730
2018-07-14T09:00:00Z,22.8,G4500730
2018-07-14T10:00:00Z,21.7,G4500730
2018-07-14T11:00:00Z,21.7,G4500730
2018-07-14T12:00:00Z,22.18,G4500730
2018-07-14T13:00:00Z,22.8,G4500730
2018-07-14T14:00:00Z,24.4,G4500730
2018-07-14T15:00:00Z,25.6,G4500730
2018-07-14T16:00:00Z,26.7,G4500730
2018-07-14T17:00:00Z,28.3,G4500730
2018-07-14T18:00:00Z,28.3,G4500730
2018-07-14T19:00:00Z,27.2,G4500730
2018-07-14T20:00:00Z,25,G4500730
2018-07-14T21:00:00Z,24.4,G4500730
2018-07-14T22:00:00Z,23.9,G4500730
2018-07-14T23:00:00Z,23.3,G4500730
2018-07-15T00:00:00Z,22.8,G4500730
2018-07-15T01:00:00Z,22.8,G4500730
2018-07-15T02:00:00Z,22.8,G4500730
2018-07-15T03:00:00Z,22.8,G4500730
2018-07-15T04:00:00Z,22.2,G4500730
2018-07-15T05:00:00Z,22.2,G4500730
2018-07-15T06:00:00Z,22.2,G4500730
2018-07-15T07:00:00Z,22.8,G4500730
2018-07-15T08:00:00Z,23.3,G4500730
2018-07-15T09:00:00Z,24.4,G4500730
2018-07-15T10:00:00Z,25.6,G4500730
2018-07-15T11:00:00Z,26.7,G4500730
2018-07-15T12:00:00Z,27.8,G4500730
2018-07-15T13:00:00Z,28.9,G4500730
2018-07-15T14:00:00Z,29.4,G4500730
2018-07-15T15:00:00Z,29.4,G4500730
2018-07-15T16:00:00Z,29.4,G4500730
2018-07-15T17:00:00Z,29.4,G4500730
2018-07-15T18:00:00Z,28.9,G4500730
2018-07-15T19:00:00Z,27.8,G4500730
2018-07-15T20:00:00Z,26.7,G4500730
2018-07-15T21:00:00Z,26.1,G4500730
2018-07-15T22:00:00Z,25.6,G4500730
2018-07-15T23:00:00Z,25.6,G4500730
2018-07-16T00:00:00Z,24.4,G4500730
2018-07-16T01:00:00Z,24.4,G4500730
2018-07-16T02:00:00Z,23.9,G4500730
2018-07-16T03:00:00Z,23.3,G4500730
2018-07-16T04:00:00Z,23.3,G4500730
2018-07-16T05:00:00Z,22.8,G4500730
2018-07-16T06:00:00Z,23.3,G4500730
2018-07-16T07:00:00Z,23.8,G4500730
2018-07-16T08:00:00Z,24.07,G4500730
2018-07-16T09:00:00Z,25,G4500730
2018-07-16T10:00:00Z,26.85,G4500730
2018-07-16T11:00:00Z,27.5,G4500730
2018-07-16T12:00:00Z,27.8,G4500730
2018-07-16T13:00:00Z,27.8,G4500730
2018-07-16T14:00:00Z,28.3,G4500730
2018-07-16T15:00:00Z,28.3,G4500730
2018-07-16T16:00:00Z,28.87,G4500730
2018-07-16T17:00:00Z,28.3,G4500730
2018-07-16T18:00:00Z,27.2,G4500730
2018-07-16T19:00:00Z,25.6,G4500730
2018-07-16T20:00:00Z,25,G4500730
2018-07-16T21:00:00Z,23.9,G4500730
2018-07-16T22:00:00Z,24.1,G4500730
2018-07-16T23:00:00Z,23.6,G4500730
2018-07-17T00:00:00Z,22.8,G4500730
2018-07-17T01:00:00Z,22.8,G4500730
2018-07-17T02:00:00Z,22.2,G4500730
2018-07-17T03:00:00Z,22.2,G4500730
2018-07-17T04:00:00Z,22.4,G4500730
2018-07-17T05:00:00Z,22.2,G4500730
2018-07-17T06:00:00Z,22.2,G4500730
2018-07-17T07:00:00Z,22.2,G4500730
2018-07-17T08:00:00Z,22.5,G4500730
2018-07-17T09:00:00Z,23.3,G4500730
2018-07-17T10:00:00Z,24.83,G4500730
2018-07-17T11:00:00Z,26.4,G4500730
2018-07-17T12:00:00Z,29.4,G4500730
2018-07-17T13:00:00Z,31.7,G4500730
2018-07-17T14:00:00Z,31.1,G4500730
2018-07-17T15:00:00Z,32.2,G4500730
2018-07-17T16:00:00Z,31.7,G4500730
2018-07-17T17:00:00Z,31.7,G4500730
2018-07-17T18:00:00Z,31.1,G4500730
2018-07-17T19:00:00Z,29.4,G4500730
2018-07-17T20:00:00Z,25.37,G4500730
2018-07-17T21:00:00Z,24.43,G4500730
2018-07-17T22:00:00Z,23.3,G4500730
2018-07-17T23:00:00Z,22.8,G4500730
2018-07-18T00:00:00Z,22.8,G4500730
2018-07-18T01:00:00Z,22.8,G4500730
2018-07-18T02:00:00Z,22.8,G4500730
2018-07-18T03:00:00Z,22.2,G4500730
2018-07-18T04:00:00Z,20.7,G4500730
2018-07-18T05:00:00Z,21.7,G4500730
2018-07-18T06:00:00Z,21.7,G4500730
2018-07-18T07:00:00Z,22.8,G4500730
2018-07-18T08:00:00Z,23.9,G4500730
2018-07-18T09:00:00Z,25.6,G4500730
2018-07-18T10:00:00Z,28.3,G4500730
2018-07-18T11:00:00Z,28.9,G4500730
2018-07-18T12:00:00Z,28.3,G4500730
2018-07-18T13:00:00Z,30.6,G4500730
2018-07-18T14:00:00Z,30,G4500730
2018-07-18T15:00:00Z,31.1,G4500730
2018-07-18T16:00:00Z,31.1,G4500730
2018-07-18T17:00:00Z,30.6,G4500730
2018-07-18T18:00:00Z,30.6,G4500730
2018-07-18T19:00:00Z,28.3,G4500730
2018-07-18T20:00:00Z,27.8,G4500730
2018-07-18T21:00:00Z,26.7,G4500730
2018-07-18T22:00:00Z,25,G4500730
2018-07-18T23:00:00Z,23.9,G4500730
2018-07-19T00:00:00Z,23.9,G4500730
2018-07-19T01:00:00Z,23.9,G4500730
2018-07-19T02:00:00Z,23.9,G4500730
2018-07-19T03:00:00Z,23.9,G4500730
2018-07-19T04:00:00Z,23.3,G4500730
2018-07-19T05:00:00Z,22.8,G4500730
2018-07-19T06:00:00Z,22.8,G4500730
2018-07-19T07:00:00Z,22.8,G4500730
2018-07-19T08:00:00Z,23.9,G4500730
2018-07-19T09:00:00Z,24.4,G4500730
2018-07-19T10:00:00Z,24.15,G4500730
2018-07-19T11:00:00Z,25,G4500730
2018-07-19T12:00:00Z,25.37,G4500730
2018-07-19T13:00:00Z,25,G4500730
2018-07-19T14:00:00Z,25.6,G4500730
2018-07-19T15:00:00Z,26.97,G4500730
2018-07-19T16:00:00Z,27.8,G4500730
2018-07-19T17:00:00Z,27.8,G4500730
2018-07-19T18:00:00Z,26.7,G4500730
